u,v,alpha,beta,weight,max_budget
2245,4092,1.6737306325985837,1.8114304439975741,3.4851610765961576,9
289,290,2.2914069511407367,1.3966737283114774,3.688080679452214,9
289,291,1.2100208003376927,1.9612851976032064,3.171305997940899,28
289,292,1.2077033049080013,1.503900832151315,2.7116041370593162,28
289,293,1.275335446087891,1.0798994581403063,2.3552349042281975,23
289,294,2.1430576834895065,0.9422795172013927,3.0853372006908995,27
289,295,1.848592385550897,1.4465627094676767,3.2951550950185737,16
289,296,2.540315660836833,0.5044321927872968,3.0447478536241297,15
289,297,2.1047825996102816,1.8718837929755385,3.97666639258582,18
289,298,1.583214014261591,0.8167816627839205,2.3999956770455113,15
289,299,2.0093903985425943,0.8789777372880601,2.888368135830654,17
298,7,1.7157775768033554,1.2743039668292726,2.990081543632628,10
298,8,2.506073063775947,0.698473616601462,3.204546680377409,24
298,121,2.02558490694919,0.8968989843962545,2.9224838913454443,18
298,144,2.2140082147958937,1.6914675830344716,3.9054757978303654,28
298,252,1.2915492717448724,1.9059801319984735,3.1975294037433457,6
298,266,1.685374366040251,1.0927211755419362,2.778095541582187,28
298,352,1.983460994459304,1.9762494750089217,3.9597104694682255,11
298,424,2.6269102967329525,1.3033435224003835,3.930253819133336,18
298,666,1.3559991880692865,1.0943223988799908,2.4503215869492774,23
299,175,2.0388432812127615,0.7544568075489126,2.793300088761674,17
299,378,2.009134086297062,0.802714672390755,2.811848758687817,21
299,443,1.4410189160845917,1.1079414547761504,2.5489603708607422,19
299,774,2.0203350879448525,1.814521058259696,3.8348561462045483,11
299,1573,1.705120967474876,1.1324489206856045,2.8375698881604805,8
299,1704,2.1069611887914923,1.6790639724910035,3.7860251612824958,25
299,2035,1.712956978244753,1.9198722774711987,3.6328292557159516,29
299,2250,2.3268463859183504,1.5890481754943977,3.915894561412748,22
299,2251,1.8102516350248652,1.5118375261756014,3.3220891612004664,10
299,2252,1.8429313350953946,1.659553242932307,3.5024845780277016,10
352,4,1.066876156362342,0.5686387744707813,1.6355149308331232,5
352,146,1.9145724349910216,1.1157462448125808,3.030318679803602,24
352,176,2.7946493012105407,1.4894271564721437,4.284076457682684,11
352,249,2.644269864829173,0.5463260695861611,3.1905959344153345,30
352,266,2.549277683810274,1.8436047459465694,4.392882429756844,5
352,367,1.0708280924111657,1.1566013308073444,2.22742942321851,26
352,368,1.0058870557055222,1.5899530116765497,2.595840067382072,13
352,422,2.5562394520717557,1.3532800403178173,3.909519492389573,20
352,2001,1.3716041798246246,1.969542952135158,3.3411471319597825,24
378,121,1.3363585417069406,1.0272622290467703,2.3636207707537107,9
378,122,2.2137686867583897,1.2780940673183472,3.491862754076737,26
378,123,2.8185840911715667,1.860114551584646,4.6786986427562125,23
378,127,1.7519620425210898,0.9680253716918022,2.719987414212892,21
378,143,2.8251811603456867,1.0174816471749233,3.84266280752061,15
378,251,1.9555029992615223,1.2386748184002396,3.194177817661762,5
378,390,2.223331370888884,1.0171743217020783,3.240505692590962,25
378,667,1.171046364689178,1.8671406246007938,3.0381869892899718,22
378,717,2.3397010746090796,1.6259570164658457,3.9656580910749253,26
378,1245,2.846536823412521,1.681725104294461,4.528261927706982,21
1573,224,1.203262302344172,1.1446330803266982,2.3478953826708704,29
1573,490,2.08733808397889,1.9810265774037994,4.06836466138269,23
1573,491,1.0036665657137158,0.731567565871899,1.7352341315856148,12
1573,496,1.5377150213198845,0.6815392963153786,2.2192543176352633,7
1573,1123,2.2044179175770697,0.8041313877419893,3.0085493053190593,22
1573,1140,2.7787794894287523,0.8008420600176819,3.579621549446434,15
1573,2221,2.41951022273628,0.6259904687038947,3.0455006914401745,30
1573,2222,2.616575608063746,1.3118579118238824,3.9284335198876286,30
1573,2705,1.4485433759860273,1.8223266635545405,3.2708700395405677,14
1573,2953,1.0681299166222762,0.5322751805435995,1.6004050971658756,10
1573,2973,1.8380917169029476,0.7705460149283102,2.6086377318312577,24
1573,3376,2.021377219029487,1.1012349937087285,3.1226122127382157,24
1573,3408,1.6848138418914578,1.573757990643923,3.258571832535381,11
1704,9,1.7747932236760218,0.5348106937020853,2.309603917378107,15
1704,121,1.1424528122428057,1.347520529660723,2.4899733419035286,9
1704,126,2.350031343934324,1.3906055875639156,3.7406369314982397,23
1704,149,1.6231837717794513,0.6420375641341166,2.265221335913568,22
1704,176,2.846454885661964,0.5285119140950503,3.374966799757014,29
1704,352,1.587383811092799,0.9403868672672299,2.527770678360029,25
1704,423,1.369782874590186,0.9344775031666239,2.30426037775681,16
1704,424,1.9892559762280546,1.5477968625536374,3.537052838781692,29
1704,427,2.4380427228974884,0.7684481243528398,3.206490847250328,24
1704,667,1.8080107622414427,1.1787406618617295,2.986751424103172,14
2252,3,2.6693933235643965,1.966225604228033,4.63561892779243,27
2252,7,1.587859404060855,1.866557770190384,3.4544171742512386,26
2252,8,1.1702316104067654,1.9810442311991086,3.151275841605874,29
2252,123,1.441990254295068,1.378747896402096,2.820738150697164,10
2252,128,1.218932924194195,1.6376537863111431,2.856586710505338,23
2252,148,2.19344649517254,0.658208447023358,2.851654942195898,10
2252,176,1.6038824729721537,1.8291833903122863,3.43306586328444,28
2252,179,1.5650895646425873,0.9200719768353529,2.4851615414779404,29
2252,424,2.468084185743109,0.7049453247395114,3.1730295104826203,29
2252,717,2.390106453356662,1.6828138667755685,4.07292032013223,9
300,218,1.6095619911385197,1.1500499054926716,2.759611896631191,22
300,301,1.6858201261211292,0.9010325036672571,2.5868526297883863,27
300,302,1.2501117923844591,1.0359887039793336,2.286100496363793,11
300,303,1.7736662896967417,1.1114124142934854,2.885078703990227,10
300,304,1.5579471677004857,0.9054702974665878,2.4634174651670735,13
300,305,2.3503471515405105,1.3465967895351205,3.696943941075631,13
300,306,1.618973225330466,0.7776673571318878,2.396640582462354,23
300,307,2.434168456137286,1.700113118304077,4.134281574441363,26
300,308,2.49927602635814,1.174728604892492,3.6740046312506323,29
300,309,1.6497186149963319,1.7800034604147297,3.4297220754110613,19
302,1233,1.5818990575276342,0.9987978379076654,2.5806968954353,24
302,2519,1.8864697943165638,0.6259847897552535,2.5124545840718175,14
303,309,1.1581328563099003,1.5668455703366648,2.7249784266465653,6
303,341,2.337526293798457,1.6789155611456121,4.01644185494407,16
303,764,1.6042882723988097,1.251576316087733,2.8558645884865426,6
303,909,1.8330140584634866,0.7787552231029056,2.611769281566392,15
303,1061,2.6888707226502593,1.023915241678039,3.7127859643282983,20
303,1093,1.0414903233425898,1.5968508551468843,2.6383411784894744,25
303,1095,1.3417649100352647,0.8728468777676448,2.2146117878029097,5
303,2253,1.9629294799476575,1.7779099534299687,3.7408394333776265,30
303,2254,2.859953596024302,1.3844413922926426,4.2443949883169445,24
303,2255,2.454582980829038,0.6261791387569591,3.080762119585997,21
305,587,1.634275805364564,1.4390001455818773,3.0732759509464413,20
305,710,2.008277725582444,1.5420784434409138,3.550356169023358,15
305,838,1.6796501314379921,1.6654111967314185,3.3450613281694106,19
305,1498,2.7256823033309594,1.5620961273518739,4.287778430682833,7
305,1776,2.8204550184122628,1.413626755772737,4.234081774185,29
305,1850,2.547124756721709,0.9421563702568365,3.4892811269785455,25
305,2256,1.328586239262851,1.4137433849109986,2.7423296241738493,23
305,2257,1.0652685553372938,1.4401516664431546,2.505420221780448,28
305,2258,2.344180407376121,1.4751952848544894,3.8193756922306106,28
305,2259,2.9254726305621888,1.4540751855332767,4.3795478160954655,23
307,711,2.9801035861135166,1.0032584139338523,3.983362000047369,7
307,883,1.6346744272967737,1.7581747852175693,3.392849212514343,19
307,1018,2.1708962121578397,0.5683646133264315,2.739260825484271,18
307,2260,2.353062607110081,1.1846119013227354,3.5376745084328163,22
307,2261,1.350290964174579,1.2896448350807272,2.6399357992553063,21
307,2262,2.4228046182339957,1.8886619555463438,4.31146657378034,12
307,2263,1.2450935036805237,1.5405158892211428,2.7856093929016668,24
307,2264,1.6190780725670273,1.9158535380804924,3.5349316106475195,10
307,2265,1.410656637345033,0.5267043170351942,1.9373609543802273,30
307,2266,2.25455923981811,1.6719098529966474,3.926469092814757,6
341,370,1.423028762593867,1.0585245313784781,2.481553293972345,23
341,862,2.960299925485403,1.0413704090023603,4.0016703344877635,6
341,1591,2.2378224333014662,1.552611294566283,3.7904337278677493,16
341,1805,1.140785528487385,1.9962872493686807,3.1370727778560656,23
341,1891,2.119135505681764,0.7338539937500073,2.8529894994317715,24
341,2177,2.8291605797940846,1.066123153194274,3.895283732988359,10
341,2288,1.957321297971164,1.5297826797080514,3.487103977679215,7
341,2289,1.016775510732395,1.862113703067765,2.87888921380016,10
341,2290,1.7801366102197407,1.2422881420783494,3.02242475229809,22
341,2291,1.867195596734284,1.2137915016619263,3.08098709839621,23
764,765,1.550562344727193,0.8751013294076233,2.4256636741348165,19
764,766,1.3469100400264755,1.4914521396947502,2.8383621797212255,10
764,767,1.8459023426310206,0.8358286560835759,2.6817309987145963,21
764,768,2.098755387904701,0.6220833707106306,2.7208387586153315,25
764,769,2.424255217171525,1.958722278478142,4.3829774956496665,20
764,770,1.5392348005113154,1.1371118403379703,2.6763466408492858,5
764,771,2.26719858666451,1.501563386562435,3.768761973226945,6
764,772,2.1012548202042716,1.0625311153828407,3.1637859355871125,28
764,773,1.6996746209239901,0.7987262544138398,2.49840087533783,9
764,774,2.760340072227592,1.2520853342888423,4.012425406516434,12
909,124,2.9119263776951705,1.7476407631268382,4.659567140822009,11
909,127,2.1651588038373575,1.3805994299523165,3.545758233789674,18
909,175,1.071350189983819,1.255646321985398,2.3269965119692166,12
909,180,2.7588360305721835,0.8949832634113204,3.6538192939835037,21
909,251,1.0879683265189832,0.91790914774509,2.0058774742640733,30
909,367,1.7628369708227645,1.6123660587828201,3.3752030296055846,20
909,368,1.3912543449919164,1.653086022567137,3.0443403675590535,17
909,390,2.096828233144021,0.5511436918889682,2.647971925032989,13
909,718,1.352535329446575,0.6339488086505816,1.9864841380971565,26
2253,113,1.0827852591912694,0.9498142165204889,2.0325994757117583,15
2253,222,2.51380425213371,0.6691781141061072,3.182982366239817,10
2253,382,1.3119057802682994,1.4523922925227295,2.764298072791029,5
2253,411,1.585934445111118,1.308145695375031,2.8940801404861487,5
2253,1157,2.166819997789358,0.8054155375751162,2.972235535364474,25
2253,2169,2.5469817092881453,1.9769535909694897,4.5239353002576355,7
2253,2552,1.5064052759129183,1.5623548710949882,3.0687601470079064,28
2253,3949,2.107621915805357,1.3351520108481727,3.4427739266535298,24
2253,3950,2.858091092761198,1.1670800187711254,4.025171111532323,11
1850,21,2.8525883627054696,1.2491487395725989,4.101737102278069,8
1850,191,2.6483778408166687,1.527587708717364,4.175965549534032,24
1850,585,2.495903970459122,0.9559158806027741,3.451819851061896,10
1850,2041,1.9718984363306642,1.0175330631140056,2.98943149944467,14
1850,3039,2.59718193718175,1.1337420104298808,3.7309239476116307,17
1850,3595,1.985787109313095,1.0055208756405216,2.9913079849536164,11
1850,3596,1.6952049764542791,1.1614089959928318,2.8566139724471107,20
1850,3597,1.5247029637046772,0.8233162028198372,2.3480191665245145,16
1850,3598,2.5486934702703103,1.4446430267240136,3.993336496994324,12
1850,3599,1.3399178758329633,1.6647619339036117,3.004679809736575,18
2260,38,2.950962591153563,1.4600294346079685,4.410992025761532,22
2260,1688,1.0107928740828427,1.8910509904820056,2.9018438645648486,12
2260,2191,1.6635373312457122,1.2206573279076194,2.884194659153332,20
2260,2941,1.4355375640194994,1.200400527269389,2.6359380912888883,17
2260,3804,1.3600317474274155,1.0396718328013177,2.399703580228733,28
2260,4501,1.765223850896444,1.420463784178971,3.185687635075415,18
2260,4894,1.4004553398182025,1.8257909576287938,3.2262462974469965,22
2260,5909,2.0112992357337904,1.1868598455009816,3.198159081234772,28
2260,6108,1.2962936669137861,1.6934325211138204,2.9897261880276065,26
2260,6181,1.3416261494308388,1.4944834858041625,2.836109635235001,19
2261,122,2.15637140172836,0.9195707669767554,3.075942168705115,26
2261,124,1.467349534284836,1.9474065445131474,3.4147560787979834,13
2261,128,1.6845014880958176,1.020202918367738,2.7047044064635557,30
2261,129,1.884457494399568,1.4122143159545204,3.2966718103540886,11
2261,176,1.1722149067334766,1.7296688601905343,2.901883766924011,13
2261,249,2.706945791765504,0.6977074473711143,3.404653239136618,14
2261,264,1.919915982230941,1.937188538284796,3.857104520515737,15
2261,367,1.180572084001221,1.7156346838889565,2.8962067678901775,11
2261,368,2.9537289201170434,1.7494661423835596,4.703195062500603,7
2261,369,2.7909415034982152,0.9690763481812927,3.7600178516795077,19
2262,2354,2.9621449072072785,1.9070517834949121,4.869196690702191,26
2262,2385,1.701430765381065,1.8069448872388225,3.5083756526198875,7
2262,2687,1.193125493786202,0.811835837942419,2.004961331728621,5
2262,2881,1.403377523912762,1.1082702739303425,2.5116477978431044,28
2262,3951,1.9261632574250618,0.8237818574809942,2.749945114906056,12
310,311,1.2403805463631015,0.6604703311170985,1.9008508774802,29
310,312,2.7148016740768814,1.4687325900839292,4.18353426416081,29
310,313,2.5817357763880793,1.1192723144866121,3.7010080908746916,15
310,314,2.5295204174120376,1.1579417272587855,3.687462144670823,25
310,315,1.17724312886383,0.8706469190127453,2.0478900478765754,12
310,316,2.9086785870509515,0.9540127770243569,3.8626913640753084,16
310,317,2.6506386744077224,1.3339421519912755,3.984580826398998,8
310,318,1.9705659364121586,1.7632943021929781,3.7338602386051365,28
310,319,2.478732148470713,0.8472906759799599,3.326022824450673,11
310,320,1.0287148336283312,1.6084651294999959,2.637179963128327,21
316,2267,2.149996469633302,1.2876645104149516,3.4376609800482534,10
2267,855,2.703383541747163,1.1219054692728188,3.825289011019982,27
2267,1323,1.5467304871359426,1.1794420449986296,2.726172532134572,21
2267,1439,1.0870400829298632,1.0431372634510772,2.1301773463809406,14
2267,1808,1.7392391070223605,1.5988704194279295,3.33810952645029,27
2267,3568,1.0026292080613204,1.5000400679310986,2.502669275992419,21
2267,4275,2.936088604498746,0.5912486965380492,3.527337301036795,21
2267,4738,2.9173584737437865,0.5198078607078906,3.4371663344516774,6
2267,4806,2.960738118550876,1.3276305178208998,4.288368636371776,27
2267,6121,2.5828666329534578,1.7661739801763898,4.349040613129848,21
2267,6122,2.1324958414214095,0.7044852880584747,2.8369811294798843,14
321,32,1.8963451273070333,0.7197590739574566,2.61610420126449,12
321,322,2.514427806438878,1.9662640726988245,4.480691879137702,5
321,323,1.0400576159180919,0.7590391577010255,1.7990967736191172,13
321,324,1.9768440537318235,1.5788767439078448,3.555720797639668,6
321,325,1.2074059223491833,0.6476767481909219,1.8550826705401051,29
321,326,1.0282465483808005,1.706386046534435,2.7346325949152357,7
321,327,2.354182426322988,0.6218403431819719,2.9760227695049597,20
321,328,2.882097049664388,1.1769675234185533,4.059064573082941,21
321,329,1.4909391611592595,0.7793913526131723,2.2703305137724317,24
321,330,2.0143371000950636,0.559663267715565,2.5740003678106285,18
325,82,1.575360039406388,1.8324550522645875,3.4078150916709755,13
325,1507,2.6162194025171956,1.5905890262528812,4.206808428770077,13
325,1669,2.1665399635926423,1.828110102496464,3.9946500660891067,8
325,2159,2.834318251712184,1.6534631505202775,4.487781402232462,21
325,2187,1.7806571208502202,1.2639065027986285,3.0445636236488487,29
325,2268,1.6898458151058346,1.5181186911367643,3.207964506242599,26
325,2269,1.9860772521287693,0.506395017386322,2.4924722695150914,28
325,2270,1.2865118782358267,1.0317508810450355,2.318262759280862,11
325,2271,1.9767469344226478,0.8990858456874127,2.8758327801100605,21
325,2272,1.5323134187318577,0.9067239937573532,2.4390374124892107,19
327,8,1.8826731942892376,1.2696573763180896,3.1523305706073272,21
327,96,1.0818377291978114,0.9629137786745892,2.044751507872401,15
327,627,1.0215200918927858,1.8589818928015074,2.880501984694293,28
327,681,1.0675720320903712,0.8414969990300294,1.9090690311204006,25
327,822,1.2575661758500123,1.5289561503120515,2.7865223261620637,8
327,2179,2.928906216803588,1.9427307472467579,4.871636964050346,5
327,2273,1.4815429167758911,1.8203606658258826,3.3019035826017737,6
327,2274,2.6484079009457213,1.0796469733209058,3.7280548742666273,23
327,2275,2.946351087941821,1.1444010455973,4.090752133539121,5
327,2276,2.808363511527306,1.0242262804297722,3.832589791957078,21
2269,738,1.9211448621911735,1.7978422791553155,3.718987141346489,27
2269,2500,1.5665839778336867,1.013261803678541,2.579845781512228,21
2269,3798,2.640703136928765,1.7671882393688947,4.40789137629766,8
2269,3855,2.9586156211235775,0.9360913146898702,3.8947069358134474,15
2269,3952,1.7761915844299019,0.7566561058041776,2.5328476902340795,6
2269,3953,2.541827316120683,1.8162661046803759,4.358093420801059,30
2269,3954,1.5400077245449826,1.6920530206568298,3.2320607452018124,14
2269,3955,1.8706120949916518,1.799663590041379,3.670275685033031,23
2269,3956,1.2628532889404036,1.126184201914918,2.389037490855322,24
2269,3957,1.222152192610485,0.8045389353349324,2.0266911279454174,7
1004,106,1.565859133882192,1.5474125277559079,3.1132716616381,26
1004,693,2.628658409269926,0.78082156153279,3.409479970802716,10
1004,1591,1.9636868807174348,0.5513744172014279,2.5150612979188627,17
1004,1760,1.4145032890461717,0.5089670046037722,1.923470293649944,22
1004,2212,1.6845689265268025,0.7321543561211517,2.416723282647954,22
1004,2552,1.6435018904333119,1.6855593069508594,3.3290611973841715,13
1004,2903,1.5883272247765847,1.2765168140599426,2.8648440388365275,17
1004,2904,1.5716900380911432,1.3046340436083803,2.8763240816995235,22
1004,2905,2.0757559618035435,0.9930570032503253,3.0688129650538687,13
1004,2906,1.988577187832791,1.6938114214216131,3.682388609254404,22
2278,152,1.6757683882676147,0.9152710492805908,2.5910394375482055,17
2278,1313,2.286172685441946,1.887788828191387,4.1739615136333335,14
2278,1901,2.8528608113079446,1.0566814929288029,3.9095423042367474,8
2278,1997,1.2077062189527454,1.076321695374428,2.284027914327173,8
2278,2200,2.952266903237369,1.7562856534499092,4.708552556687279,5
2278,2602,2.9430464915772325,1.5322057723077216,4.475252263884954,6
2278,2975,2.5294781242673476,0.8746830849409912,3.404161209208339,29
2278,3968,2.393179762831303,1.1527157985932572,3.54589556142456,11
2278,3969,1.412603910152511,0.9290775214327689,2.34168143158528,22
2278,3970,1.3003915154289858,0.5453279104296102,1.8457194258585958,7
2279,401,1.8701690178734809,1.7703739019034845,3.6405429197769656,17
2279,1273,2.2371235766778503,1.4734085373124806,3.7105321139903307,25
2279,1337,1.446445566768528,1.5917499310967749,3.0381954978653027,6
2279,1587,1.1831152520897128,1.4322741872616398,2.6153894393513526,11
2279,1797,1.7129897608034292,0.7667461099891218,2.479735870792551,6
2279,3397,2.2872032877824813,1.4388568193458708,3.726060107128352,18
2279,3964,1.4488771770286406,1.1758928899900043,2.6247700670186447,30
2279,3965,2.5955239852880956,1.02236617108244,3.6178901563705357,8
2279,3966,1.5595806785441348,1.921344511685044,3.480925190229179,23
2279,3967,1.9949859579266211,0.999821642299218,2.994807600225839,8
2281,344,1.8225575609353437,1.9536839145169238,3.7762414754522675,22
2281,930,1.8189289406649753,1.8034400843424543,3.62236902500743,8
2281,1744,1.6580768679444287,1.8739959503816233,3.5320728183260517,13
2281,2275,1.9345379241653646,1.4102072085585664,3.344745132723931,10
2281,2292,2.5719149103239127,1.7504025355414468,4.32231744586536,11
2281,2498,2.8060695980250143,1.1157744384267934,3.921844036451808,23
2281,3296,2.800128402792888,1.146449046406217,3.946577449199105,28
2281,3569,1.1413138334832609,1.0196635174158586,2.1609773508991195,15
2281,3962,2.0310595175172654,0.7206537568302824,2.751713274347548,20
2281,3963,1.118848807924487,0.7833649255948202,1.9022137335193072,14
2284,4105,1.5462878458588767,0.5747457417164195,2.121033587575296,19
2275,587,2.5789529078202493,1.8876273358079674,4.466580243628217,17
2275,989,1.203987121157708,1.9411399066786925,3.1451270278364003,15
2275,1435,2.409523349211223,1.99590826609506,4.405431615306283,22
2275,2412,1.540062794635928,1.1238488347162994,2.6639116293522274,27
2275,2726,1.4883756620306752,1.8060330180769704,3.2944086801076455,23
2275,3768,1.6563757732981517,0.6199963995151002,2.276372172813252,10
2275,3958,2.051248119161041,1.4684242010368762,3.5196723201979174,12
2275,3959,2.3189335730464586,1.381002701061325,3.6999362741077837,17
2275,3960,2.5570885855276204,1.6655943844713303,4.222682969998951,12
2275,3961,1.6146285140712422,1.6359186022886059,3.250547116359848,23
331,100,2.202456558732347,0.8284328431791597,3.0308894019115065,8
331,332,1.4181807071606294,1.904961541947662,3.323142249108291,29
331,333,1.6541878256021119,1.29444957553596,2.948637401138072,5
331,334,2.823803628035741,1.259652856850735,4.083456484886476,24
331,335,1.2671397427522424,0.9232068475141606,2.1903465902664028,6
331,336,2.7903081638662726,1.2886149183733975,4.07892308223967,9
331,337,2.5265083846856653,0.6364925542638151,3.16300093894948,29
331,338,1.787123430321778,1.822951030866208,3.610074461187986,18
331,339,2.0888680894617755,0.5727421055309811,2.6616101949927566,29
334,268,2.728774483740561,1.542222350494666,4.270996834235227,22
334,376,2.369954081406933,1.9807868939154372,4.3507409753223705,13
334,843,2.6370769443946953,1.5164290363294857,4.153505980724181,23
334,1587,1.2972342432153774,0.7316112830458045,2.0288455262611818,27
334,1888,2.181194428718312,1.5290604190241832,3.7102548477424953,9
334,2053,1.6728541468218925,0.896385963209239,2.5692401100311315,8
334,2285,1.5250959382364149,1.4035961890849205,2.9286921273213355,23
334,2286,1.6166730748995004,1.9358006323049952,3.552473707204496,15
334,2287,1.9433535628655971,1.5692584809923398,3.5126120438579367,13
335,81,1.0497421155306401,0.7983079716460209,1.848050087176661,29
335,141,2.226570132914154,1.2728970036365526,3.499467136550707,9
335,494,1.0388800996535659,1.9994458197081473,3.0383259193617134,8
335,1052,1.6173800109328802,1.1366482631153303,2.7540282740482107,9
335,2023,2.757093325823756,0.8460643238498344,3.603157649673591,18
335,2319,2.9574870333380505,1.805685492522107,4.763172525860158,27
335,3590,1.8757416659072075,0.900785849216051,2.7765275151232585,7
335,4152,2.474381939869836,0.82890652403297,3.303288463902806,5
335,4153,1.184611045192415,0.5576643068080478,1.7422753520004628,25
335,4154,1.9503242453234986,1.1628189890644736,3.113143234387972,26
339,4,2.3058706373624203,1.0952735204839317,3.401144157846352,22
339,5,2.979918675522136,1.0812961420270186,4.061214817549155,22
339,7,2.750084683801714,0.7766674294371914,3.5267521132389055,9
339,148,1.9718876623442085,0.5049829469102287,2.476870609254437,30
339,264,2.046432283291151,1.7606999393177687,3.8071322226089195,24
339,364,1.9137361895209393,1.436343473809777,3.350079663330716,27
339,559,1.0037514512674124,1.491843024391857,2.4955944756592694,14
339,1317,1.935297037344522,0.7480571877659379,2.6833542251104596,25
339,1755,2.46311807425054,0.6157421929885378,3.0788602672390777,27
339,2278,2.692964213016957,1.6865481789595456,4.379512391976503,13
1888,345,2.144375786940617,0.9542287126817639,3.0986044996223807,9
1888,846,2.806692968867333,0.5740882842336784,3.3807812531010115,22
1888,1251,2.8498964579054578,1.625670965671619,4.475567423577077,14
1888,1826,1.684398078992039,1.6702021333955557,3.3546002123875946,16
1888,1889,2.3859792219214455,1.9199567676364404,4.305935989557886,24
1888,1890,1.5328656714072244,0.9431630083271636,2.4760286797343882,15
1888,1891,2.605507466118117,0.6661565375797958,3.2716640036979125,28
1888,1892,2.063207262184605,0.5753524784233117,2.6385597406079166,18
1888,1893,2.1039486308131687,1.0809541421754123,3.184902772988581,13
1888,1894,2.047294213817262,0.5451437443219529,2.592437958139215,14
2285,309,1.4169474856310729,0.8564840797811626,2.2734315654122357,19
2285,1019,1.9054531950430176,1.2153964822510024,3.1208496772940197,16
2285,1176,2.763129783782101,0.9863398348998016,3.7494696186819025,7
2285,2848,1.5841543700226584,1.8878166715075904,3.4719710415302485,8
2285,3164,1.3551521738390202,1.8196805988034153,3.1748327726424357,22
2285,3457,1.3010094892546393,1.5145921667507098,2.815601656005349,29
2285,3977,1.089492573939547,0.7166160085466231,1.80610858248617,17
2285,3979,2.8565522582950456,0.9459305143175473,3.802482772612593,21
2285,3980,2.9858069710502484,1.9300587190749874,4.915865690125235,28
2285,3981,2.348913375777422,1.9339632898835188,4.282876665660941,27
2286,123,1.5957186331230513,0.8658385242253182,2.4615571573483694,13
2286,124,1.5943903055679904,1.8197934979891055,3.414183803557096,14
2286,179,1.442854225665859,0.9737132677164666,2.416567493382326,5
2286,238,1.7966856710283816,1.6291994223498967,3.4258850933782785,27
2286,367,1.7863358525954003,1.2624587193977779,3.048794571993178,5
2286,423,1.5749099764636503,1.4727427593332454,3.0476527357968957,10
2286,427,1.8198240362416518,1.1772922008254048,2.9971162370670568,22
2286,853,2.002716416929077,0.6751049623421974,2.6778213792712746,9
2286,2059,2.2769325509032274,1.887266471637396,4.164199022540624,27
2286,3764,2.682903091063888,1.3537799781502713,4.03668306921416,18
3590,4845,1.5142931165942377,1.1375009107949867,2.6517940273892244,17
4152,468,1.544068822966493,1.907499095452395,3.451567918418888,14
4152,1655,2.883393125772063,1.1398101811096781,4.023203306881741,12
4152,2011,2.817403770114203,0.8986469298764435,3.716050699990647,16
4152,2645,2.3262857211091514,1.9346562728404462,4.260941993949597,21
4152,3016,2.866836044450216,1.1688710491044358,4.035707093554652,25
4152,4197,2.6034146226876977,1.7367946128096032,4.340209235497301,18
4152,4275,1.8483904972739644,0.8696964033938653,2.7180869006678297,22
4152,4438,1.4323204634330038,1.8282011915303662,3.26052165496337,10
4152,4472,2.7407866078548473,0.9341479043622114,3.6749345122170585,24
4152,5092,1.7590819543802165,0.732740838740654,2.4918227931208703,26
4154,586,2.422416991357234,0.6257249736026642,3.0481419649598984,27
4154,1085,2.5852733486716515,1.2903545944719774,3.8756279431436287,11
4154,1859,1.016445843260807,1.502340732493793,2.5187865757546,24
4154,2387,1.5501254381933134,0.6809422237975234,2.2310676619908367,6
4154,2894,2.2527176882694624,1.5062172599671064,3.758934948236569,7
4154,4202,2.161914565584053,1.9659163854699544,4.127830951054007,17
4154,4628,1.8494150163197989,1.3029568630081798,3.152371879327979,19
4154,5093,2.7660305464379293,1.009862017673763,3.7758925641116923,10
4154,5094,1.7162193242952941,1.506639803574659,3.2228591278699534,7
4154,5095,1.0200015223336512,1.0197273176716246,2.0397288400052758,24
340,341,1.1686434625209607,0.6503759223578902,1.819019384878851,19
340,342,2.9385991323714764,0.538602416215284,3.4772015485867604,12
340,343,2.250320953084657,1.62979007526592,3.880111028350577,7
340,344,2.203794381625414,0.5360905920488186,2.739884973674233,19
340,345,2.2316596290941844,1.0268652042997166,3.258524833393901,12
340,346,1.7092879555023024,1.3793511104565663,3.0886390659588687,17
340,347,2.882464596482693,1.1622373624115394,4.044701958894232,19
340,348,2.46647772503582,1.4265585775134046,3.8930363025492247,17
340,349,2.6020372087946524,0.6033328442310859,3.2053700530257383,26
340,350,1.0995569892552808,1.498879317463512,2.598436306718793,10
343,122,1.9255284819180227,1.150404838855705,3.0759333207737276,26
343,127,2.354289397588021,1.3087748044291163,3.663064202017137,29
343,176,1.4323170190461956,1.5140903705044817,2.9464073895506773,13
343,249,1.5189556671740687,1.022664147689161,2.5416198148632296,12
343,251,2.637118976884185,0.7047254306016096,3.341844407485795,19
343,558,1.0800020118493745,1.3455026228446374,2.425504634694012,19
343,666,1.4262501147596665,0.9351724772766786,2.361422592036345,15
343,667,2.771955568324392,0.5377661104996574,3.3097216788240496,24
343,754,1.1234679383887045,1.2900159501507464,2.413483888539451,17
343,1245,2.4569140592648058,1.2463139124397975,3.703227971704603,12
344,881,2.397234255361681,1.8534518065915557,4.250686061953237,29
345,126,2.991048549178461,0.8811036132247414,3.8721521624032027,17
345,149,2.317976453824003,1.7897512847650456,4.107727738589048,7
345,177,1.423636309480167,1.9926732811703323,3.416309590650499,27
345,179,1.2041581149043274,1.9359468375229563,3.1401049524272837,5
345,248,2.2400510686067348,0.908193866147205,3.1482449347539396,24
345,266,1.1455572234258784,1.2127770303963303,2.3583342538222087,8
